1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.875000000000000444e-01 9.875000000000000444e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.875000000000000444e-01 9.875000000000000444e-01 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.875000000000000444e-01 1.000000000000000000e+00 9.749999999999999778e-01 9.875000000000000444e-01 1.000000000000000000e+00 9.875000000000000444e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.875000000000000444e-01 1.000000000000000000e+00 9.875000000000000444e-01 9.875000000000000444e-01 1.000000000000000000e+00 9.625000000000000222e-01 9.625000000000000222e-01 9.875000000000000444e-01 9.875000000000000444e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.875000000000000444e-01 9.625000000000000222e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.749999999999999778e-01 9.875000000000000444e-01 9.625000000000000222e-01 9.749999999999999778e-01 9.625000000000000222e-01 9.625000000000000222e-01 9.375000000000000000e-01 9.499999999999999556e-01 9.749999999999999778e-01 9.875000000000000444e-01 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.875000000000000444e-01 9.625000000000000222e-01 9.625000000000000222e-01 9.875000000000000444e-01 9.499999999999999556e-01 9.375000000000000000e-01 9.375000000000000000e-01 8.874999999999999556e-01 8.874999999999999556e-01 9.124999999999999778e-01 9.375000000000000000e-01 8.874999999999999556e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.499999999999999556e-01 9.749999999999999778e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.750000000000000000e-01 7.500000000000000000e-01 8.625000000000000444e-01 8.375000000000000222e-01 8.874999999999999556e-01 8.499999999999999778e-01 8.375000000000000222e-01 8.750000000000000000e-01 8.499999999999999778e-01 8.625000000000000444e-01 8.750000000000000000e-01 8.499999999999999778e-01 8.750000000000000000e-01 8.625000000000000444e-01 8.750000000000000000e-01 9.124999999999999778e-01
8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 1.000000000000000000e+00 8.750000000000000000e-01 9.375000000000000000e-01 9.124999999999999778e-01 8.874999999999999556e-01 9.000000000000000222e-01 9.124999999999999778e-01 9.499999999999999556e-01 8.750000000000000000e-01 9.124999999999999778e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.250000000000000444e-01 8.874999999999999556e-01 8.499999999999999778e-01 8.625000000000000444e-01
7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 8.750000000000000000e-01 1.000000000000000000e+00 8.874999999999999556e-01 9.124999999999999778e-01 8.625000000000000444e-01 9.000000000000000222e-01 9.124999999999999778e-01 8.750000000000000000e-01 9.000000000000000222e-01 8.874999999999999556e-01 8.750000000000000000e-01 9.000000000000000222e-01 8.750000000000000000e-01 8.625000000000000444e-01 8.750000000000000000e-01 8.375000000000000222e-01
7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 8.750000000000000000e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.875000000000000444e-01 9.499999999999999556e-01 9.625000000000000222e-01 9.875000000000000444e-01 9.499999999999999556e-01 9.000000000000000222e-01 9.749999999999999778e-01 9.124999999999999778e-01 9.124999999999999778e-01 9.124999999999999778e-01 8.750000000000000000e-01
7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 8.750000000000000000e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.875000000000000444e-01 9.749999999999999778e-01 9.749999999999999778e-01 9.499999999999999556e-01 9.499999999999999556e-01 9.499999999999999556e-01 9.000000000000000222e-01 9.124999999999999778e-01 9.375000000000000000e-01 9.124999999999999778e-01
7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 8.750000000000000000e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.750000000000000000e-01 9.250000000000000444e-01 9.375000000000000000e-01 8.750000000000000000e-01 9.250000000000000444e-01 9.375000000000000000e-01 9.250000000000000444e-01 9.124999999999999778e-01 9.250000000000000444e-01 9.124999999999999778e-01 9.000000000000000222e-01
6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 7.500000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 1.000000000000000000e+00 9.499999999999999556e-01 9.375000000000000000e-01 1.000000000000000000e+00 9.499999999999999556e-01 9.375000000000000000e-01 9.499999999999999556e-01 9.625000000000000222e-01 9.499999999999999556e-01 9.375000000000000000e-01 9.499999999999999556e-01
6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 7.500000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 1.000000000000000000e+00 1.000000000000000000e+00 9.749999999999999778e-01 1.000000000000000000e+00 9.625000000000000222e-01 9.749999999999999778e-01 9.749999999999999778e-01 9.875000000000000444e-01 9.749999999999999778e-01 9.375000000000000000e-01 9.875000000000000444e-01
6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 7.500000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.875000000000000444e-01 9.875000000000000444e-01 9.875000000000000444e-01 9.875000000000000444e-01 9.875000000000000444e-01 9.625000000000000222e-01 1.000000000000000000e+00
6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 7.500000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.875000000000000444e-01 9.875000000000000444e-01 9.875000000000000444e-01 1.000000000000000000e+00 1.000000000000000000e+00
6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 7.500000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 8.750000000000000000e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 6.250000000000000000e-01 8.750000000000000000e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
