9.200000000000001510e-01 9.300000000000000488e-01 9.000000000000001332e-01 9.200000000000001510e-01 9.200000000000001510e-01 9.100000000000001421e-01 9.100000000000001421e-01 9.100000000000001421e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.200000000000001510e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.100000000000001421e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 1.000000000000000000e+00 9.200000000000001510e-01 9.300000000000000488e-01 9.199999999999999289e-01 9.200000000000001510e-01 9.499999999999999556e-01 9.100000000000001421e-01 9.199999999999999289e-01 8.800000000000001155e-01 9.099999999999999201e-01 8.900000000000000133e-01 8.800000000000001155e-01 8.299999999999998490e-01 9.300000000000000488e-01 8.699999999999998845e-01 8.600000000000000977e-01 8.400000000000000799e-01 9.000000000000001332e-01 7.900000000000000355e-01 8.599999999999999867e-01 8.900000000000000133e-01 8.400000000000000799e-01 8.199999999999999512e-01 8.200000000000000622e-01 8.099999999999999423e-01 8.499999999999999778e-01 8.000000000000001554e-01 8.300000000000000711e-01 8.000000000000000444e-01 8.200000000000000622e-01 7.800000000000000266e-01 8.000000000000000444e-01
9.200000000000001510e-01 9.300000000000000488e-01 9.000000000000001332e-01 9.200000000000001510e-01 9.200000000000001510e-01 9.100000000000001421e-01 9.100000000000001421e-01 9.100000000000001421e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.200000000000001510e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.100000000000001421e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 1.000000000000000000e+00 9.400000000000000577e-01 9.400000000000000577e-01 9.300000000000000488e-01 9.200000000000001510e-01 9.200000000000001510e-01 9.000000000000000222e-01 8.900000000000000133e-01 8.600000000000000977e-01 8.800000000000001155e-01 8.800000000000001155e-01 8.800000000000001155e-01 8.400000000000000799e-01 9.200000000000001510e-01 8.799999999999998934e-01 8.400000000000000799e-01 8.499999999999999778e-01 8.900000000000000133e-01 7.900000000000000355e-01 8.499999999999999778e-01 8.900000000000000133e-01 8.400000000000000799e-01 8.099999999999999423e-01 8.099999999999999423e-01 8.300000000000000711e-01 8.000000000000000444e-01 7.900000000000001465e-01 8.499999999999999778e-01 8.200000000000000622e-01 8.200000000000000622e-01 7.800000000000000266e-01 8.000000000000000444e-01
9.200000000000001510e-01 9.300000000000000488e-01 9.000000000000001332e-01 9.200000000000001510e-01 9.200000000000001510e-01 9.100000000000001421e-01 9.100000000000001421e-01 9.100000000000001421e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.200000000000001510e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.100000000000001421e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000000222e-01 9.200000000000001510e-01 8.499999999999999778e-01 8.199999999999999512e-01 8.699999999999998845e-01 8.400000000000000799e-01 8.599999999999999867e-01 8.800000000000001155e-01 8.800000000000001155e-01 8.200000000000000622e-01 9.400000000000000577e-01 8.299999999999998490e-01 8.200000000000000622e-01 8.300000000000000711e-01 8.699999999999998845e-01 7.900000000000001465e-01 8.499999999999999778e-01 8.499999999999999778e-01 8.000000000000000444e-01 8.000000000000000444e-01 7.799999999999999156e-01 8.300000000000000711e-01 7.900000000000001465e-01 8.100000000000001643e-01 8.199999999999999512e-01 8.000000000000000444e-01 8.200000000000000622e-01 7.700000000000000178e-01 8.100000000000001643e-01
9.800000000000000933e-01 9.700000000000000844e-01 1.000000000000000000e+00 9.800000000000000933e-01 9.800000000000000933e-01 9.899999999999999911e-01 9.899999999999999911e-01 9.899999999999999911e-01 1.000000000000000000e+00 1.000000000000000000e+00 9.800000000000000933e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.899999999999999911e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.600000000000001865e-01 9.800000000000000933e-01 9.100000000000001421e-01 9.200000000000001510e-01 8.900000000000000133e-01 9.000000000000001332e-01 8.600000000000000977e-01 9.200000000000001510e-01 8.800000000000001155e-01 8.800000000000001155e-01 9.000000000000001332e-01 8.900000000000002354e-01 8.599999999999999867e-01 8.099999999999999423e-01 8.499999999999999778e-01 8.099999999999999423e-01 8.500000000000001998e-01 8.099999999999999423e-01 8.000000000000000444e-01 8.199999999999999512e-01 8.000000000000000444e-01 8.300000000000000711e-01 8.099999999999999423e-01 7.900000000000000355e-01 7.800000000000000266e-01 8.200000000000000622e-01 8.000000000000000444e-01 7.900000000000000355e-01 8.699999999999998845e-01
9.800000000000000933e-01 9.700000000000000844e-01 1.000000000000000000e+00 9.800000000000000933e-01 9.800000000000000933e-01 9.899999999999999911e-01 9.899999999999999911e-01 9.899999999999999911e-01 1.000000000000000000e+00 1.000000000000000000e+00 9.800000000000000933e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.899999999999999911e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.000000000000001332e-01 9.000000000000001332e-01 8.900000000000002354e-01 9.100000000000001421e-01 8.700000000000001066e-01 9.300000000000000488e-01 9.200000000000001510e-01 8.900000000000000133e-01 9.000000000000001332e-01 8.900000000000002354e-01 8.499999999999999778e-01 8.400000000000000799e-01 8.400000000000000799e-01 8.200000000000000622e-01 8.400000000000000799e-01 8.400000000000000799e-01 8.300000000000000711e-01 8.099999999999999423e-01 8.100000000000001643e-01 8.400000000000000799e-01 7.600000000000000089e-01 8.000000000000000444e-01 7.900000000000000355e-01 8.300000000000000711e-01 7.800000000000000266e-01 7.900000000000000355e-01 8.400000000000000799e-01
8.800000000000001155e-01 8.700000000000001066e-01 9.000000000000001332e-01 8.800000000000001155e-01 8.800000000000001155e-01 8.900000000000002354e-01 8.900000000000002354e-01 8.900000000000002354e-01 9.000000000000001332e-01 9.000000000000001332e-01 8.800000000000001155e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 8.900000000000002354e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 1.000000000000000000e+00 1.000000000000000000e+00 9.899999999999999911e-01 9.499999999999999556e-01 9.300000000000000488e-01 9.099999999999999201e-01 9.000000000000000222e-01 8.900000000000000133e-01 8.200000000000000622e-01 8.900000000000000133e-01 8.300000000000000711e-01 8.599999999999999867e-01 7.999999999999999334e-01 9.000000000000001332e-01 9.000000000000000222e-01 8.599999999999999867e-01 7.900000000000000355e-01 7.700000000000000178e-01 8.499999999999999778e-01 8.599999999999999867e-01 7.399999999999999911e-01 7.800000000000000266e-01 8.099999999999999423e-01 8.099999999999999423e-01 7.800000000000000266e-01 8.100000000000001643e-01 7.600000000000000089e-01
8.800000000000001155e-01 8.700000000000001066e-01 9.000000000000001332e-01 8.800000000000001155e-01 8.800000000000001155e-01 8.900000000000002354e-01 8.900000000000002354e-01 8.900000000000002354e-01 9.000000000000001332e-01 9.000000000000001332e-01 8.800000000000001155e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 8.900000000000002354e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.899999999999999911e-01 9.599999999999999645e-01 9.099999999999999201e-01 9.300000000000000488e-01 9.000000000000000222e-01 8.599999999999999867e-01 9.000000000000000222e-01 8.500000000000001998e-01 8.599999999999999867e-01 7.699999999999999067e-01 8.800000000000001155e-01 9.000000000000000222e-01 8.899999999999999023e-01 7.800000000000000266e-01 7.800000000000000266e-01 8.700000000000001066e-01 8.800000000000001155e-01 7.600000000000000089e-01 7.800000000000000266e-01 8.300000000000000711e-01 7.800000000000000266e-01 8.000000000000001554e-01 8.399999999999998579e-01 7.800000000000000266e-01
8.800000000000001155e-01 8.700000000000001066e-01 9.000000000000001332e-01 8.800000000000001155e-01 8.800000000000001155e-01 8.900000000000002354e-01 8.900000000000002354e-01 8.900000000000002354e-01 9.000000000000001332e-01 9.000000000000001332e-01 8.800000000000001155e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 8.900000000000002354e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.699999999999999734e-01 9.699999999999999734e-01 9.300000000000000488e-01 9.200000000000001510e-01 9.199999999999999289e-01 9.000000000000000222e-01 8.499999999999999778e-01 8.699999999999998845e-01 8.000000000000000444e-01 8.800000000000001155e-01 9.099999999999999201e-01 9.000000000000000222e-01 8.199999999999999512e-01 7.800000000000000266e-01 8.700000000000001066e-01 8.900000000000000133e-01 7.900000000000000355e-01 7.600000000000000089e-01 8.800000000000001155e-01 8.099999999999999423e-01 7.600000000000001199e-01 8.300000000000000711e-01 7.800000000000000266e-01
8.800000000000001155e-01 8.700000000000001066e-01 9.000000000000001332e-01 8.800000000000001155e-01 8.800000000000001155e-01 8.900000000000002354e-01 8.900000000000002354e-01 8.900000000000002354e-01 9.000000000000001332e-01 9.000000000000001332e-01 8.800000000000001155e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 8.900000000000002354e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.899999999999999911e-01 9.300000000000000488e-01 9.200000000000001510e-01 8.700000000000001066e-01 8.900000000000000133e-01 8.499999999999999778e-01 8.900000000000000133e-01 8.200000000000000622e-01 8.900000000000000133e-01 9.100000000000001421e-01 8.900000000000000133e-01 8.099999999999999423e-01 8.000000000000000444e-01 8.900000000000000133e-01 8.900000000000000133e-01 8.099999999999999423e-01 7.700000000000001288e-01 8.700000000000001066e-01 7.800000000000000266e-01 7.600000000000000089e-01 8.000000000000000444e-01 7.800000000000000266e-01
8.800000000000001155e-01 8.700000000000001066e-01 9.000000000000001332e-01 8.800000000000001155e-01 8.800000000000001155e-01 8.900000000000002354e-01 8.900000000000002354e-01 8.900000000000002354e-01 9.000000000000001332e-01 9.000000000000001332e-01 8.800000000000001155e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 8.900000000000002354e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.000000000000001332e-01 9.100000000000001421e-01 8.099999999999999423e-01 8.700000000000001066e-01 8.300000000000000711e-01 8.699999999999998845e-01 8.000000000000001554e-01 8.700000000000001066e-01 8.800000000000001155e-01 8.699999999999998845e-01 8.200000000000000622e-01 7.800000000000000266e-01 8.800000000000001155e-01 8.900000000000000133e-01 8.300000000000000711e-01 7.700000000000001288e-01 8.400000000000000799e-01 7.800000000000000266e-01 7.600000000000000089e-01 7.700000000000000178e-01 7.500000000000001110e-01
7.800000000000000266e-01 7.700000000000000178e-01 7.999999999999999334e-01 7.800000000000000266e-01 7.800000000000000266e-01 7.899999999999998135e-01 7.899999999999998135e-01 7.899999999999999245e-01 7.999999999999999334e-01 7.999999999999999334e-01 7.799999999999999156e-01 7.999999999999999334e-01 7.999999999999999334e-01 7.999999999999999334e-01 7.899999999999998135e-01 7.999999999999999334e-01 7.999999999999999334e-01 7.999999999999999334e-01 7.999999999999999334e-01 7.999999999999999334e-01 7.999999999999999334e-01 7.999999999999999334e-01 7.999999999999999334e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 1.000000000000000000e+00 9.899999999999999911e-01 9.100000000000001421e-01 8.700000000000001066e-01 8.900000000000002354e-01 8.700000000000001066e-01 7.999999999999999334e-01 9.300000000000000488e-01 8.800000000000001155e-01 8.499999999999999778e-01 8.199999999999999512e-01 8.199999999999999512e-01 9.000000000000000222e-01 8.900000000000000133e-01 7.899999999999999245e-01 8.099999999999999423e-01 8.200000000000000622e-01 8.200000000000000622e-01 7.999999999999999334e-01 7.500000000000000000e-01 7.499999999999998890e-01
7.800000000000000266e-01 7.700000000000000178e-01 7.999999999999999334e-01 7.800000000000000266e-01 7.800000000000000266e-01 7.899999999999998135e-01 7.899999999999998135e-01 7.899999999999999245e-01 7.999999999999999334e-01 7.999999999999999334e-01 7.799999999999999156e-01 7.999999999999999334e-01 7.999999999999999334e-01 7.999999999999999334e-01 7.899999999999998135e-01 7.999999999999999334e-01 7.999999999999999334e-01 7.999999999999999334e-01 7.999999999999999334e-01 7.999999999999999334e-01 7.999999999999999334e-01 7.999999999999999334e-01 7.999999999999999334e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 9.000000000000001332e-01 1.000000000000000000e+00 1.000000000000000000e+00 9.000000000000001332e-01 8.900000000000002354e-01 9.000000000000001332e-01 9.099999999999999201e-01 8.299999999999998490e-01 8.900000000000002354e-01 8.900000000000000133e-01 8.499999999999999778e-01 8.400000000000000799e-01 8.400000000000000799e-01 8.899999999999999023e-01 8.900000000000000133e-01 7.699999999999999067e-01 8.199999999999999512e-01 8.600000000000000977e-01 7.899999999999999245e-01 8.099999999999999423e-01 7.699999999999999067e-01 7.800000000000000266e-01
6.799999999999999378e-01 6.699999999999999289e-01 7.000000000000000666e-01 6.799999999999999378e-01 6.800000000000000488e-01 6.900000000000000577e-01 6.900000000000001688e-01 6.900000000000000577e-01 7.000000000000000666e-01 7.000000000000000666e-01 6.800000000000000488e-01 7.000000000000000666e-01 7.000000000000000666e-01 7.000000000000000666e-01 6.900000000000000577e-01 7.000000000000000666e-01 7.000000000000000666e-01 7.000000000000000666e-01 7.000000000000000666e-01 7.000000000000000666e-01 7.000000000000000666e-01 7.000000000000000666e-01 7.000000000000000666e-01 7.999999999999999334e-01 7.999999999999999334e-01 7.999999999999999334e-01 7.999999999999999334e-01 7.999999999999999334e-01 7.999999999999999334e-01 9.000000000000001332e-01 9.000000000000001332e-01 1.000000000000000000e+00 9.499999999999999556e-01 9.600000000000001865e-01 9.300000000000000488e-01 8.700000000000001066e-01 9.300000000000000488e-01 8.700000000000001066e-01 8.700000000000001066e-01 8.400000000000000799e-01 8.800000000000001155e-01 8.300000000000000711e-01 8.099999999999999423e-01 7.700000000000000178e-01 8.800000000000001155e-01 8.399999999999998579e-01 8.100000000000001643e-01 7.500000000000001110e-01 8.100000000000001643e-01 7.600000000000000089e-01
